x,y,z
-0.13,-0.52,1.61
-0.01,-0.53,1.54
0.08,-0.49,1.59
-0.11,-0.78,1.65
-0.29,-0.89,1.58
-0.21,-0.77,1.44
-0.21,-0.79,1.31
-0.32,-0.93,1.21
-0.31,-0.88,1.11
-0.35,-0.80,0.77
-0.32,-0.79,0.65
-0.27,-0.74,0.56
-0.22,-0.59,0.53
-0.18,-0.56,0.47
-0.10,-0.49,0.39
-0.02,-0.34,0.33
0.06,-0.12,0.26
0.08,-0.16,0.29
0.14,-0.14,0.37
0.30,0.12,0.32
0.24,0.30,0.16
0.18,0.26,0.11
0.18,0.06,0.09
0.29,0.24,0.07
0.25,0.39,0.10
0.26,0.33,0.18
0.30,0.43,0.44
0.25,0.52,0.73
-0.01,0.23,1.02
0.04,-0.08,1.29
0.28,0.20,1.66
0.25,0.34,1.48
0.13,0.14,1.29
0.31,0.21,1.39
0.30,0.28,1.54
0.20,0.04,1.59
0.20,0.09,1.27
0.26,0.20,1.21
0.23,0.22,1.22
0.15,0.16,1.16
-0.06,0.25,1.48
-0.02,-0.06,0.77
0.05,-0.09,1.10
0.14,0.18,0.86
0.09,0.09,0.92
0.01,0.01,1.00
0.06,0.05,0.94
0.05,0.05,0.96
0.02,0.05,0.93
-0.01,0.02,0.96
-0.01,-0.01,0.94
0.00,0.01,0.94
0.02,0.00,0.98
0.03,0.03,0.95
0.03,0.08,0.93
0.01,0.00,0.96
0.03,0.02,0.96
0.04,0.05,0.94
0.05,0.04,0.95
0.01,0.03,0.94
-0.00,0.00,0.96
0.03,0.02,0.96
0.04,0.03,0.95
0.04,0.04,0.96
0.03,0.05,0.95
0.04,0.01,0.95
0.04,0.03,0.95
0.04,0.02,0.96
0.04,0.02,0.94
0.04,-0.00,0.96
0.05,0.03,0.95
0.05,0.03,0.95
0.03,0.01,0.94
0.02,-0.01,0.96
0.04,0.01,0.96
0.05,0.03,0.94
0.04,0.03,0.95
0.03,0.01,0.95
0.04,-0.01,0.96
0.07,0.03,0.95
0.07,0.05,0.94
0.04,0.03,0.95
0.03,-0.01,0.96
0.05,-0.00,0.95
0.07,0.05,0.93
0.06,0.05,0.96
0.03,-0.00,0.95
0.04,-0.01,0.96
0.06,0.03,0.95
0.07,0.04,0.95
0.07,0.02,0.95
0.07,0.02,0.95
0.06,0.03,0.95
0.04,0.01,0.96
0.04,-0.01,0.95
0.06,0.02,0.96
0.07,0.06,0.93
0.07,0.02,0.96
0.05,-0.00,0.96
0.05,-0.00,0.95
0.07,0.03,0.97
0.07,0.03,0.95
0.06,0.01,0.96
x,y,z
0.50,-0.02,0.81
0.53,-0.03,0.82
0.53,0.04,0.76
0.53,0.08,0.68
0.55,0.09,0.67
0.59,0.09,0.69
0.69,0.12,0.79
0.89,0.20,1.01
0.96,0.16,1.30
0.95,-0.01,1.58
0.88,-0.25,1.58
0.77,-0.42,1.38
0.68,-0.38,1.29
0.47,-0.64,1.37
0.36,-0.69,1.34
0.20,-0.61,1.04
-0.06,-0.71,0.68
-0.15,-0.86,0.49
-0.21,-0.83,0.36
-0.35,-0.76,0.19
-0.41,-0.63,0.13
-0.42,-0.48,0.10
-0.39,-0.13,-0.00
-0.38,0.20,-0.19
-0.30,0.36,-0.23
-0.05,0.81,-0.08
0.17,1.12,-0.05
0.33,1.26,-0.13
0.29,1.41,0.38
0.22,1.31,0.61
0.27,1.16,1.04
0.17,1.12,1.59
0.01,0.64,1.84
0.12,0.54,1.72
0.33,0.49,1.62
0.29,0.39,1.67
0.17,0.27,1.73
0.27,0.09,1.60
0.28,-0.02,1.53
0.00,-0.26,1.61
-0.07,-0.65,1.43
0.06,-0.78,1.50
-0.03,-0.68,1.55
-0.14,-0.76,1.68
-0.30,-1.02,1.64
-0.35,-1.00,1.41
-0.32,-0.90,1.21
-0.44,-0.88,0.98
-0.46,-0.87,0.86
-0.33,-0.83,0.72
-0.34,-0.72,0.58
-0.37,-0.62,0.38
-0.31,-0.56,0.33
-0.19,-0.41,0.31
-0.12,-0.23,0.19
0.04,-0.06,0.07
0.13,0.09,0.02
0.14,0.16,-0.07
0.14,0.17,-0.07
0.18,0.18,0.03
0.16,0.15,0.06
0.20,0.22,0.16
0.25,0.29,0.28
0.26,0.50,0.45
0.15,0.33,0.55
0.26,0.23,0.87
0.38,0.38,1.17
0.35,0.50,1.20
0.46,0.44,1.29
0.52,0.12,1.64
0.46,0.16,1.66
0.47,0.15,1.76
0.49,-0.02,1.71
0.41,-0.01,1.38
0.23,0.11,1.08
0.12,0.03,0.90
0.30,0.12,0.96
0.27,0.07,0.94
0.20,0.00,0.99
0.18,-0.04,1.02
0.24,-0.05,1.14
0.21,0.07,1.04
0.14,-0.00,1.00
0.13,-0.00,0.96
0.16,0.01,0.94
0.09,0.00,0.86
0.06,0.01,0.85
0.09,-0.00,0.90
0.15,0.07,1.17
0.09,-0.09,1.06
0.08,0.06,0.71
0.13,-0.04,0.88
0.19,0.02,1.07
0.10,-0.00,0.95
0.10,0.02,0.86
0.15,0.02,1.00
0.12,0.02,0.93
0.10,-0.01,0.95
0.10,-0.02,0.95
0.11,-0.01,0.94
0.13,0.01,0.95
0.13,0.02,0.95
0.13,-0.01,0.96
0.12,-0.02,0.92
0.13,-0.04,0.95
0.14,-0.04,0.97
0.13,-0.04,0.93
0.15,0.00,0.95
0.15,0.04,0.93
0.14,-0.03,0.95
0.13,-0.05,0.94
0.13,-0.04,0.95
0.16,0.00,0.95
0.14,-0.01,0.92
0.14,-0.05,0.97
0.14,-0.03,0.94
0.15,-0.01,0.94
0.14,-0.02,0.94
0.14,-0.03,0.95
0.14,-0.06,0.95
0.16,-0.02,0.92
0.16,-0.01,0.94
0.15,-0.01,0.95
0.13,-0.05,0.93
0.15,-0.06,0.96
0.16,-0.06,0.96
0.16,0.02,0.92
0.17,0.02,0.92
0.16,-0.06,0.93
0.16,-0.07,0.94
0.16,-0.04,0.93
0.16,-0.02,0.93
0.15,-0.07,0.96
0.16,-0.08,0.93
0.18,-0.04,0.93
0.19,-0.01,0.93
0.17,-0.03,0.93
0.16,-0.06,0.94
0.17,-0.06,0.96
0.17,-0.05,0.94
0.16,-0.04,0.93
0.16,-0.03,0.93
0.16,-0.05,0.94
0.17,-0.07,0.95
0.17,-0.04,0.93
0.17,-0.05,0.94
0.16,-0.04,0.94
0.17,-0.04,0.94
0.17,-0.06,0.95
0.16,-0.06,0.93
x,y,z
0.47,-0.00,0.79
0.50,0.00,0.79
0.52,0.01,0.81
0.55,-0.00,0.90
0.61,0.00,0.98
0.75,0.02,1.03
0.83,0.06,1.07
0.81,-0.01,1.24
0.81,-0.21,1.49
0.76,-0.35,1.44
0.64,-0.40,1.16
0.53,-0.41,1.06
0.38,-0.52,1.04
0.27,-0.62,1.06
0.14,-0.65,0.80
0.13,-0.49,0.54
0.13,-0.40,0.37
0.12,-0.46,0.34
0.14,-0.47,0.41
0.16,-0.44,0.37
0.21,-0.23,0.30
0.23,-0.04,0.25
0.23,0.01,0.25
0.20,0.11,0.19
0.17,0.23,0.21
0.20,0.39,0.29
0.18,0.47,0.28
0.18,0.54,0.29
0.20,0.62,0.41
0.27,0.76,0.49
0.37,0.86,0.63
0.35,0.73,0.91
0.39,0.80,1.06
0.44,0.85,1.13
0.37,0.76,1.25
0.23,0.55,1.32
0.21,0.30,1.27
0.20,0.16,1.44
0.14,0.11,1.66
0.05,-0.12,1.65
0.04,-0.42,1.59
0.03,-0.52,1.57
0.09,-0.42,1.54
0.18,-0.43,1.25
0.14,-0.44,1.17
0.08,-0.71,1.08
0.08,-0.87,1.19
0.03,-0.75,1.20
-0.06,-0.91,1.35
-0.12,-1.08,1.39
-0.19,-1.12,1.17
-0.12,-0.89,1.03
-0.11,-0.72,0.90
-0.16,-0.72,0.69
-0.16,-0.80,0.63
-0.05,-0.80,0.67
-0.06,-0.68,0.56
-0.04,-0.50,0.38
0.04,-0.44,0.29
0.11,-0.38,0.37
0.13,-0.36,0.35
0.19,-0.26,0.35
0.26,-0.04,0.27
0.31,0.10,0.18
0.31,0.13,0.14
0.33,0.15,0.05
0.44,0.27,0.09
0.45,0.39,0.13
0.30,0.30,0.08
0.42,0.23,0.31
0.49,0.49,0.50
0.40,0.57,0.51
0.33,0.34,0.59
0.50,0.41,1.03
0.39,0.40,1.16
0.14,0.31,1.16
0.18,-0.03,1.51
0.26,-0.05,1.54
0.24,0.19,1.46
0.33,0.11,1.53
0.46,0.14,1.56
0.32,0.15,1.33
0.19,0.05,1.21
0.15,-0.14,1.10
0.21,-0.08,1.00
0.20,0.01,0.90
0.14,0.06,0.89
0.19,0.08,0.97
0.35,0.12,1.81
0.08,0.09,0.54
0.05,-0.07,0.82
0.05,-0.04,0.77
0.20,0.03,1.34
0.05,0.04,0.72
0.14,0.04,1.00
0.13,0.05,0.92
0.13,0.02,0.96
0.13,0.09,0.94
0.11,0.05,0.92
0.13,0.05,0.95
0.15,0.05,0.96
0.13,0.06,0.93
0.14,0.06,0.94
0.14,0.03,0.95
0.14,0.04,0.94
0.13,0.06,0.94
0.11,0.05,0.92
0.13,0.02,0.96
0.14,0.03,0.98
0.13,0.04,0.95
0.13,0.06,0.90
0.15,0.04,0.95
0.15,0.03,0.93
0.14,0.04,0.98
0.13,0.03,0.94
0.13,0.00,0.95
0.14,0.04,0.94
0.15,0.04,0.95
0.15,0.05,0.95
0.14,0.03,0.93
0.14,0.01,0.93
0.15,0.00,0.95
0.15,0.01,0.95
0.15,0.01,0.98
0.13,0.01,0.96
0.14,0.01,0.95
0.18,-0.00,0.92
0.19,0.04,0.96
0.18,0.04,0.93
0.15,-0.06,1.00
0.15,-0.11,0.92
0.17,-0.09,0.89
0.21,0.01,0.91
0.22,0.01,0.89
0.22,-0.04,0.95
0.20,-0.05,0.94
0.22,0.01,0.97
0.21,-0.02,0.98
0.21,-0.02,0.95
0.20,-0.00,0.81
0.25,-0.01,0.98
0.23,0.01,0.92
0.25,-0.02,0.98
0.25,-0.03,0.98
0.22,-0.13,0.92
0.25,-0.10,0.90
0.33,-0.08,0.85
0.34,-0.06,0.91
0.34,-0.12,0.91
0.36,-0.05,0.82
x,y,z
0.46,0.02,0.86
0.44,0.05,0.82
0.43,0.04,0.84
0.41,-0.01,0.84
0.41,-0.01,0.83
0.42,0.01,0.83
0.42,0.01,0.82
0.43,0.01,0.83
0.44,0.02,0.82
0.46,0.03,0.82
0.46,0.04,0.83
0.46,0.02,0.83
0.46,0.01,0.83
0.45,0.00,0.84
0.47,0.06,0.81
0.46,0.02,0.83
0.44,-0.02,0.85
0.45,-0.01,0.86
0.48,0.02,0.85
0.48,0.02,0.86
0.47,-0.02,0.86
0.49,-0.02,0.86
0.51,-0.02,0.93
0.60,0.06,0.94
0.76,0.22,1.03
0.80,0.19,1.05
0.79,0.15,1.06
0.77,0.01,1.12
0.72,-0.17,1.14
0.67,-0.30,1.20
0.70,-0.43,1.28
0.73,-0.45,1.21
0.69,-0.42,1.17
0.46,-0.44,1.02
0.31,-0.50,0.87
0.05,-0.59,0.71
-0.21,-0.67,0.41
-0.30,-0.69,0.22
-0.40,-0.56,0.01
-0.48,-0.45,-0.13
-0.52,-0.50,-0.12
-0.38,0.03,-0.02
-0.22,0.69,-0.02
-0.11,0.74,0.04
0.07,0.94,0.27
0.30,1.28,0.69
0.27,1.07,0.89
0.32,0.96,1.06
0.40,1.04,1.50
0.37,0.81,1.60
0.34,0.66,1.56
0.25,0.40,1.52
0.10,0.22,1.34
0.10,0.17,1.26
0.03,-0.10,1.44
0.09,-0.41,1.56
0.23,-0.26,1.60
0.08,-0.46,1.68
-0.10,-0.80,1.74
-0.10,-0.92,1.63
-0.04,-0.79,1.53
-0.10,-0.72,1.48
-0.19,-0.87,1.48
-0.22,-0.91,1.37
-0.25,-0.84,1.24
-0.29,-0.83,1.06
-0.29,-0.85,0.84
-0.29,-0.72,0.70
-0.29,-0.68,0.56
-0.24,-0.67,0.41
-0.18,-0.58,0.30
-0.05,-0.38,0.19
0.02,-0.31,0.27
0.07,-0.26,0.35
0.11,-0.22,0.33
0.16,-0.07,0.26
0.21,0.11,0.15
0.22,0.14,0.17
0.23,0.17,0.18
0.25,0.27,0.14
0.22,0.29,0.09
0.19,0.29,0.04
0.36,0.50,0.35
0.39,0.68,0.67
0.17,0.38,0.84
0.12,0.16,0.91
0.14,0.15,1.12
0.05,0.14,1.18
0.04,0.03,1.30
0.17,0.00,1.55
0.19,0.15,1.69
0.16,0.16,1.62
0.19,0.06,1.48
0.21,0.05,1.43
0.60,0.26,4.00
0.45,0.33,-0.53
0.05,-0.21,0.58
0.04,-0.02,0.64
0.06,-0.04,0.75
0.06,-0.02,0.89
0.07,0.12,0.87
0.03,0.03,0.89
-0.01,-0.01,0.86
-0.04,-0.12,0.99
-0.05,-0.01,0.70
-0.03,-0.14,0.88
-0.02,-0.05,0.91
-0.03,-0.04,0.92
0.01,-0.02,0.97
0.02,-0.01,0.96
0.02,-0.03,0.96
0.03,-0.02,0.94
0.03,-0.01,0.94
0.01,-0.01,0.96
-0.02,-0.07,0.97
-0.03,-0.08,0.97
-0.01,-0.07,0.94
0.01,-0.05,0.93
0.04,-0.02,0.97
0.05,-0.02,0.95
0.03,-0.06,0.94
0.04,-0.07,0.93
0.07,-0.04,0.95
0.07,-0.03,0.98
0.04,-0.03,0.92
0.03,-0.08,0.97
0.04,-0.08,0.95
0.06,-0.05,0.95
0.07,-0.06,0.97
0.06,-0.07,0.92
0.06,-0.09,0.94
0.08,-0.08,0.96
0.12,-0.06,0.95
0.10,-0.05,0.93
0.10,-0.04,0.95
0.08,-0.04,0.95
0.09,-0.06,0.94
0.10,-0.06,0.95
0.12,-0.03,0.95
0.12,-0.02,0.95
0.10,-0.06,0.94
0.09,-0.08,0.95
0.11,-0.07,0.96
0.11,-0.07,0.96
0.12,-0.05,0.94
0.13,-0.04,0.92
0.13,-0.02,0.93
0.13,-0.03,0.95
0.12,-0.05,0.95
0.11,-0.05,0.92
